(2018-10-12),http://samr.cfda.gov.cn/WS01/CL1948/237168.html,佛山市宇森医疗器械有限公司对LED光固化机主动召回
(2018-10-09),http://samr.cfda.gov.cn/WS01/CL1948/236932.html,湛江市汇通药业有限公司对天然胶乳橡胶避孕套主动召回
(2018-10-09),http://samr.cfda.gov.cn/WS01/CL1948/236939.html,重庆三丰医疗器械有限公司主动召回
(2018-10-08),http://samr.cfda.gov.cn/WS01/CL1948/236915.html,罗氏诊断产品（上海）有限公司对电化学发光全自动免疫分析仪主动召回
(2018-10-08),http://samr.cfda.gov.cn/WS01/CL1948/236921.html,雷度米特医疗设备（上海）有限公司对血气分析仪主动召回
(2018-10-08),http://samr.cfda.gov.cn/WS01/CL1948/236914.html,雅培贸易（上海）有限公司对样本处理系统主动召回
(2018-10-08),http://samr.cfda.gov.cn/WS01/CL1948/236922.html,康蒂思（上海）医疗器械有限公司对聚六甲撑基双胍盐酸盐（PHMB）纱型敷料主动召回
(2018-10-08),http://samr.cfda.gov.cn/WS01/CL1948/236916.html,通用电气医疗系统贸易发展（上海）有限公司对磁共振成像系统主动召回
(2018-10-08),http://samr.cfda.gov.cn/WS01/CL1948/236912.html,强生（上海）医疗器材有限公司对骨关节手术器械主动召回
(2018-10-08),http://samr.cfda.gov.cn/WS01/CL1948/236911.html,雅培贸易（上海）有限公司对电解质检测电极块主动召回
(2018-10-08),http://samr.cfda.gov.cn/WS01/CL1948/236919.html,上海埃蒙迪材料科技股份有限公司对正畸托槽主动召回
(2018-10-08),http://samr.cfda.gov.cn/WS01/CL1948/236913.html,上海柏越医疗设备有限公司对半导体激光治疗仪主动召回
(2018-10-08),http://samr.cfda.gov.cn/WS01/CL1948/236918.html,雅培贸易（上海）有限公司对样本处理器主动召回
(2018-10-08),http://samr.cfda.gov.cn/WS01/CL1948/236917.html,西门子医学诊断产品（上海）有限公司对脂肪酶测定试剂盒主动召回
(2018-10-08),http://samr.cfda.gov.cn/WS01/CL1948/236920.html,罗氏诊断产品（上海）有限公司对血糖检测仪等产品主动召回
(2018-09-30),http://samr.cfda.gov.cn/WS01/CL1948/236820.html,广州市一统医药科技有限公司对天然胶乳橡胶避孕套主动召回
(2018-09-30),http://samr.cfda.gov.cn/WS01/CL1948/236856.html,"INOVA Diagnostics, Inc. 依诺瓦诊断公司对全自动免疫荧光显微镜主动召回"
(2018-09-30),http://samr.cfda.gov.cn/WS01/CL1948/236855.html,Air Liquide Medical Systems S.A. 对呼吸机主动召回
(2018-09-30),http://samr.cfda.gov.cn/WS01/CL1948/236821.html,东莞市医脉实业有限公司对腕式电子血压计主动召回
(2018-09-30),http://samr.cfda.gov.cn/WS01/CL1948/236822.html,广州南雪医疗器械有限公司对臂式电子血压计主动召回
(2018-09-28),http://samr.cfda.gov.cn/WS01/CL1948/236663.html,通用电气医疗系统（中国）有限公司对心电分析系统主动召回
(2018-09-27),http://samr.cfda.gov.cn/WS01/CL1948/236613.html,Limmer Laser GmbH 对 半导体激光治疗仪 主动召回
(2018-09-25),http://samr.cfda.gov.cn/WS01/CL1948/236478.html,天津万和医疗器械有限公司对一次性使用腹腔镜用穿刺器主动召回
(2018-09-25),http://samr.cfda.gov.cn/WS01/CL1948/236520.html,湛江市汇通药业有限公司对天然胶乳橡胶避孕套主动召回
(2018-09-25),http://samr.cfda.gov.cn/WS01/CL1948/236442.html,安徽龙顺交通器材有限公司对电动轮椅车主动召回
(2018-09-21),http://samr.cfda.gov.cn/WS01/CL1948/236389.html,柯惠医疗器材制造（上海）有限公司对水循环微波消融针主动召回
(2018-09-21),http://samr.cfda.gov.cn/WS01/CL1948/236393.html,贝克曼库尔特商贸（中国）有限公司对尿酸检测试剂盒（酶促显色法）等产品主动召回
(2018-09-21),http://samr.cfda.gov.cn/WS01/CL1948/236388.html,上海博讯实业有限公司医疗设备对立式压力蒸汽灭菌器主动召回
(2018-09-21),http://samr.cfda.gov.cn/WS01/CL1948/236391.html,奥森多医疗器械贸易（中国）有限公司对维生素B12测定试剂包（化学发光法）主动召回
(2018-09-21),http://samr.cfda.gov.cn/WS01/CL1948/236394.html,奥森多医疗器械贸易（中国）有限公司对全自动生化免疫分析仪主动召回
(2018-09-21),http://samr.cfda.gov.cn/WS01/CL1948/236390.html,美敦力（上海）管理有限公司对脑外科手术导航系统主动召回
(2018-09-21),http://samr.cfda.gov.cn/WS01/CL1948/236344.html,昆山博动商贸有限公司对手动轮椅车主动召回
(2018-09-21),http://samr.cfda.gov.cn/WS01/CL1948/236392.html,飞利浦（中国）投资有限公司对自动体外除颤器主动召回
(2018-09-20),http://samr.cfda.gov.cn/WS01/CL1948/237197.html,长沙雅柏达医疗器械有限公司对LED光化机主动召回
(2018-09-19),http://samr.cfda.gov.cn/WS01/CL1948/236267.html,北京健鹤宝科贸有限公司对SOH-I型半导体激光治疗仪主动召回
(2018-09-19),http://samr.cfda.gov.cn/WS01/CL1948/236246.html,飞利浦（中国）投资有限公司对X射线计算机断层摄影系统等产品主动召回
(2018-09-19),http://samr.cfda.gov.cn/WS01/CL1948/236247.html,梅里埃诊断产品（上海）有限公司对革兰氏阳性细菌药敏卡片等产品主动召回
(2018-09-19),http://samr.cfda.gov.cn/WS01/CL1948/236245.html,飞利浦（中国）投资有限公司对血管造影X射线系统等产品主动召回
(2018-09-19),http://samr.cfda.gov.cn/WS01/CL1948/236248.html,罗氏诊断产品（上海）有限公司对分杯处理系统主动召回
(2018-09-19),http://samr.cfda.gov.cn/WS01/CL1948/236251.html,伯乐生命医学产品（上海）有限公司对液体免疫学和蛋白质控品主动召回
(2018-09-19),http://samr.cfda.gov.cn/WS01/CL1948/236249.html,波科国际医疗贸易（上海）有限公司对植入式心脏再同步治疗起搏器、植入式心脏起搏器主动召回
(2018-09-19),http://samr.cfda.gov.cn/WS01/CL1948/236250.html,康蒂思（上海）医疗器械有限公司对球囊扩张导管主动召回
(2018-09-18),http://samr.cfda.gov.cn/WS01/CL1948/236182.html,QUANTEL MEDICAL对眼科半导体激光光凝机主动召回
(2018-09-18),http://samr.cfda.gov.cn/WS01/CL1948/236169.html,广州科甫眼镜有限公司对隐形眼镜护理液主动召回
(2018-09-18),http://samr.cfda.gov.cn/WS01/CL1948/236187.html,OPTOS PLC 对激光扫描检眼镜主动召回
(2018-09-18),http://samr.cfda.gov.cn/WS01/CL1948/236170.html,广州东林生物科技有限公司对天门冬氨酸氨基转移酶（AST）测定试剂盒（IFCC推荐法）主动召回
(2018-09-18),http://samr.cfda.gov.cn/WS01/CL1948/236185.html,QUANTEL MEDICAL 对眼科半导体激光光凝机主动召回
(2018-09-18),http://samr.cfda.gov.cn/WS01/CL1948/236183.html,大恒新纪元科技股份有限公司对半导体激光治疗仪主动召回
